data,ativo,tone,volume
2025-12-17,SOL,0.6698,0.0219
2025-12-18,SOL,0.2653,0.0214
2025-12-19,SOL,0.0025,0.032
2025-12-20,SOL,0.2649,0.0178
2025-12-21,SOL,0.2278,0.0108
2025-12-22,SOL,-0.0061,0.0168
2025-12-23,SOL,0.2366,0.0255
2025-12-24,SOL,-0.1425,0.0181
2025-12-25,SOL,0.6641,0.0114
2025-12-26,SOL,1.3388,0.02
2025-12-27,SOL,0.8546,0.0247
2025-12-28,SOL,0.0679,0.0061
2025-12-29,SOL,0.392,0.0232
2025-12-30,SOL,0.2822,0.0175
2025-12-31,SOL,0.4308,0.0202
2026-01-01,SOL,0.6991,0.0181
2026-01-02,SOL,0.0021,0.0188
2026-01-03,SOL,-0.1585,0.0191
2026-01-04,SOL,-0.9251,0.015
2026-01-05,SOL,-0.6918,0.0227
2026-01-06,SOL,-1.4709,0.0356
2026-01-07,SOL,0.7279,0.0359
2026-01-08,SOL,0.5574,0.0246
2026-01-09,SOL,0.6638,0.0229
2026-01-10,SOL,-0.6019,0.0148
2026-01-11,SOL,-1.8381,0.0171
2026-01-12,SOL,-0.012,0.0167
2026-01-13,SOL,-0.8054,0.0293
2026-01-14,SOL,0.1675,0.0187
2026-01-15,SOL,0.8456,0.0266
2026-01-16,SOL,0.7761,0.0336
2026-01-17,SOL,0.2178,0.0199
2026-01-18,SOL,-1.3461,0.0165
2026-01-19,SOL,-1.9342,0.0228
2026-01-20,SOL,0.4721,0.0268
2026-01-21,SOL,-1.5703,0.0261
2026-01-22,SOL,-0.238,0.0204
2026-01-23,SOL,0.0818,0.016
2026-01-24,SOL,0.0741,0.022
2026-01-25,SOL,0.6965,0.0169
2026-01-26,SOL,0.6076,0.0169
2026-01-27,SOL,0.2377,0.011
2026-01-28,SOL,0.4717,0.0265
2026-01-29,SOL,-0.4846,0.0194
2026-01-30,SOL,0.4716,0.0154
2026-01-31,SOL,-1.1617,0.0233
2026-02-01,SOL,-0.1218,0.0257
2026-02-02,SOL,-0.1659,0.0265
2026-02-03,SOL,-0.0261,0.019
2026-02-04,SOL,-0.2637,0.0186
2026-02-05,SOL,0.2088,0.0179
2026-02-06,SOL,-2.3115,0.0339
2026-02-07,SOL,-0.5423,0.0232
2026-02-08,SOL,-0.0682,0.011
2026-02-09,SOL,-0.1144,0.0206
2026-02-10,SOL,1.0406,0.0139
2026-02-11,SOL,0.8108,0.0152
2026-02-12,SOL,1.3161,0.0067
2026-02-13,SOL,0.613,0.0228
2026-02-14,SOL,0.761,0.0107
2026-02-15,SOL,-0.8471,0.0117
2026-02-16,SOL,-0.6846,0.0143
2026-02-17,SOL,0.1812,0.0171
2026-02-18,SOL,0.8837,0.0171
2026-02-19,SOL,-1.8873,0.0067
2026-02-20,SOL,-3.5888,0.0168
2026-02-21,SOL,0.8233,0.0117
2026-02-22,SOL,-0.9501,0.0046
2026-02-23,SOL,-0.2888,0.0145
2026-02-24,SOL,-0.5459,0.0153
2026-02-25,SOL,0.7294,0.0133
2026-02-26,SOL,-1.0935,0.0106
2026-02-27,SOL,0.2596,0.0114
2026-02-28,SOL,1.2987,0.1539
2026-03-01,SOL,-0.7863,0.0193
2026-03-02,SOL,-0.1044,0.0213
2026-03-03,SOL,-0.0951,0.0156
2026-03-04,SOL,0.6358,0.0175
2026-03-05,SOL,0.7667,0.0121
2026-03-06,SOL,0.2632,0.0201
2026-03-07,SOL,-0.5333,0.0081
2026-03-08,SOL,0.6314,0.0137
2026-03-09,SOL,0.0274,0.022
2026-03-10,SOL,-1.1835,0.0265
2026-03-11,SOL,-0.763,0.0168
2026-03-12,SOL,-2.9404,0.0385
2026-03-13,SOL,-1.479,0.0268
2026-03-14,SOL,-0.3251,0.0107
2026-03-15,SOL,-0.4136,0.0153
2026-03-16,SOL,0.7461,0.0179
2026-03-17,SOL,0.5261,0.0166
2026-03-18,SOL,0.4741,0.022
2026-03-19,SOL,0.0536,0.0201
2026-03-20,SOL,0.672,0.0182
2026-03-21,SOL,0.32,0.0216
2026-03-22,SOL,-0.0377,0.0185
2026-03-23,SOL,0.7672,0.0238
2026-03-24,SOL,0.2616,0.0242
2026-03-25,SOL,0.0412,0.012
2026-03-26,SOL,0.1418,0.0206
2026-03-27,SOL,-0.801,0.0225
2026-03-28,SOL,0.9834,0.0108
2026-03-29,SOL,0.9694,0.0258
2026-03-30,SOL,-0.2417,0.0218
2026-03-31,SOL,0.267,0.0221
2026-04-01,SOL,0.4587,0.0251
2026-04-02,SOL,-0.7201,0.0238
2026-04-03,SOL,-1.1304,0.0208
2026-04-04,SOL,0.2845,0.0071
2026-04-05,SOL,0.4705,0.0094
2026-04-06,SOL,-0.2468,0.0179
2026-04-07,SOL,-1.4409,0.0196
2026-04-08,SOL,-0.5557,0.0124
2026-04-09,SOL,-0.1506,0.0182
2026-04-10,SOL,-0.146,0.0212
2026-04-11,SOL,0.735,0.0101
2026-04-12,SOL,-0.4249,0.0073
2026-04-13,SOL,0.6686,0.0152
2026-04-14,SOL,0.0321,0.019
2026-04-15,SOL,-0.1758,0.0188
2026-04-16,SOL,0.831,0.0115
2026-04-17,SOL,-0.0681,0.019
2026-04-18,SOL,-0.1745,0.0104
2026-04-19,SOL,-0.0577,0.01
2026-04-20,SOL,-1.5727,0.0148
2026-04-21,SOL,0.746,0.0128
2026-04-22,SOL,0.219,0.0167
2026-04-23,SOL,-1.1449,0.0167
2026-04-24,SOL,0.0679,0.0129
2026-04-25,SOL,0.8358,0.0074
2026-04-26,SOL,-0.0845,0.0176
2026-04-27,SOL,0.4515,0.0118
2026-04-28,SOL,-0.1489,0.0225
2026-04-29,SOL,0.4692,0.0191
2026-04-30,SOL,1.6805,0.017
2026-05-01,SOL,-0.2773,0.0193
2026-05-02,SOL,0.5262,0.0045
2026-05-03,SOL,0.4485,0.0088
2026-05-04,SOL,0.815,0.0152
2026-05-05,SOL,0.3812,0.0195
2026-05-06,SOL,0.2757,0.0255
2026-05-07,SOL,0.9049,0.0138
2026-05-08,SOL,0.8873,0.0185
2026-05-09,SOL,-0.0919,0.0203
2026-05-10,SOL,0.3644,0.0107
2026-05-11,SOL,0.6587,0.0189
2026-05-12,SOL,-0.0116,0.0211
2026-05-13,SOL,0.8977,0.0199
2026-05-14,SOL,0.6344,0.0171
2026-05-15,SOL,1.047,0.0291
2026-05-16,SOL,0.7138,0.0178
2026-05-17,SOL,0.5841,0.0075
2026-05-18,SOL,0.3278,0.013
2026-05-19,SOL,-0.222,0.0126
2026-05-20,SOL,-0.0793,0.0181
2026-05-21,SOL,0.4091,0.009
2026-05-22,SOL,-0.7956,0.0106
2026-05-23,SOL,0.49,0.0117
2026-05-24,SOL,0.0879,0.0109
2026-05-25,SOL,-0.0243,0.023
2026-05-26,SOL,-0.355,0.0137
2026-05-27,SOL,-0.4047,0.0261
2026-05-28,SOL,-0.1656,0.0246
2026-05-29,SOL,-0.1028,0.0181
2026-05-30,SOL,-0.0116,0.0259
2026-05-31,SOL,0.908,0.0086
2026-06-01,SOL,0.2253,0.0132
2026-06-02,SOL,-0.2992,0.0131
2026-06-03,SOL,0.4565,0.0165
2026-06-04,SOL,-0.259,0.0126
2026-06-05,SOL,-0.8909,0.0211
2026-06-06,SOL,-0.9588,0.0175
2026-06-07,SOL,-1.7516,0.0093
2026-06-08,SOL,0.8867,0.0118
2026-06-09,SOL,-0.382,0.0147
2026-06-10,SOL,1.2646,0.0109
2026-06-11,SOL,-0.3665,0.021
2026-06-12,SOL,0.4083,0.01
2026-06-13,SOL,-1.3176,0.0128
2026-06-14,SOL,0.7647,0.009
2026-06-15,SOL,0.3717,0.0205
2026-06-16,SOL,0.385,0.0143
2026-06-17,SOL,0.8059,0.0197
2026-06-18,SOL,0.0,0.0128
2026-06-19,SOL,0.6066,0.0084
2026-06-20,SOL,-0.3779,0.0069
2026-06-21,SOL,0.0578,0.0093
2026-06-22,SOL,1.7937,0.0092
2026-06-23,SOL,0.5407,0.0089
2026-06-24,SOL,-0.9524,0.0119
2026-06-25,SOL,-1.3258,0.0076
2026-06-26,SOL,-0.2118,0.0229
2026-06-27,SOL,0.2433,0.0199
2026-06-28,SOL,1.0862,0.0061
2026-06-29,SOL,0.4225,0.0142
2026-06-30,SOL,-0.2951,0.0198
2026-07-05,SOL,0.1117,0.0141
2026-07-06,SOL,0.0688,0.0088
2026-07-07,SOL,-1.0809,0.0123
2026-07-08,SOL,-0.3816,0.0089
2026-07-09,SOL,-0.0343,0.0121
2026-07-10,SOL,0.5238,0.0059
2026-07-11,SOL,-0.3437,0.0061
2026-07-12,SOL,-0.2841,0.0081
2026-07-13,SOL,-0.459,0.0098
2026-07-14,SOL,1.1579,0.0088
2026-07-15,SOL,0.6876,0.0193
2026-07-16,SOL,-0.3575,0.0098
2026-07-17,SOL,-0.8475,0.0128
2026-07-18,SOL,-0.5227,0.0032
2026-07-19,SOL,0.414,0.0232
2026-07-20,SOL,-0.6909,0.0123
2026-07-21,SOL,0.2276,0.0179
2026-07-22,SOL,0.9318,0.009
2026-07-23,SOL,0.3886,0.0178
2026-07-24,SOL,-0.3341,0.0151
2026-07-25,SOL,-0.7246,0.0011
2026-07-26,SOL,1.6411,0.003
2026-07-27,SOL,0.2872,0.0138
2026-07-28,SOL,-0.0562,0.0233
2026-07-29,SOL,0.8606,0.0093
2026-07-30,SOL,-1.1876,0.0077
2026-07-31,SOL,1.0274,0.014
2026-08-01,SOL,-0.8498,0.01
2026-08-02,SOL,1.0246,0.0116
2026-08-03,SOL,-0.665,0.0169
2026-08-04,SOL,0.4296,0.0178
2026-08-05,SOL,0.0301,0.0108
2026-08-06,SOL,0.9632,0.0063
2026-08-07,SOL,0.2296,0.0102
2026-08-08,SOL,0.121,0.0157
2026-08-09,SOL,-1.7785,0.0048
2026-08-10,SOL,0.0331,0.0122
2026-08-11,SOL,-0.1174,0.0092
2026-08-12,SOL,0.3076,0.0164
2026-08-13,SOL,0.2042,0.0111
2026-08-14,SOL,0.3919,0.0175
2026-08-15,SOL,0.1584,0.0102
2026-08-16,SOL,0.9096,0.0183
2026-08-17,SOL,-0.8216,0.0095
2026-08-18,SOL,-0.087,0.0166
2026-08-19,SOL,1.496,0.0089
2026-08-20,SOL,0.6831,0.018
2026-08-21,SOL,1.5762,0.0131
2026-08-22,SOL,0.4748,0.0193
2026-08-23,SOL,-0.6329,0.0079
2026-08-24,SOL,-0.3156,0.0093
2026-08-25,SOL,0.3827,0.0076
2026-08-26,SOL,2.2076,0.01
2026-08-27,SOL,0.0783,0.0145
2026-08-28,SOL,-0.1284,0.0095
2026-08-29,SOL,1.35,0.0065
2026-08-30,SOL,-0.0566,0.005
2026-08-31,SOL,-0.4899,0.0223
2026-09-01,SOL,0.3354,0.0155
2026-09-02,SOL,-0.0078,0.0142
2026-09-03,SOL,1.2385,0.0124
2026-09-04,SOL,0.2266,0.0102
2026-09-05,SOL,-0.1018,0.0146
2026-09-06,SOL,-0.4048,0.0081
2026-09-07,SOL,0.1799,0.0152
2026-09-08,SOL,0.8174,0.0103
2026-09-09,SOL,0.8776,0.0107
2026-09-10,SOL,-0.2683,0.0148
2026-09-11,SOL,0.5445,0.013
2026-09-12,SOL,0.5641,0.0149
2026-09-13,SOL,4.9626,0.0103
2026-09-20,SOL,2.3871,
